name,MARKA,KOLEKSIYON,price,price_category,CINSIYET,MEKANIZMA,KASA MATERYALI,case_material_category,KASA ÇAPI,SU REZISTANSI,water_resistance_category,brand_country,brand_age,collection_price_tier,url,image,page,scraped_at,AILE,GARANTI SÜRESI,GÜÇ REZERVI,KADRAN,KAYIŞ,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,REFERANS,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
PRX,Tissot,T-Classic Collection,18590.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-t137-410-17-011-00/,https://samiwatches.com/wp-content/uploads/2023/07/T137.410.17.011.00-1-scaled-300x400.webp,19,2025-10-06T07:48:56.892393,PRX,2 Yıl,,Beyaz,Kauçuk,PRX,18.590₺,T137.410.17.011.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.38267615,0.028742515,-0.59980386,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
PRX Powermatic 80,Tissot,T-Classic Collection,37780.0,Budget,"Erkek, Kadın",Otomatik,Paslanmaz Çelik,Steel,35mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-powermatic-80-t137-207-11-091-00/,https://samiwatches.com/wp-content/uploads/2023/07/T137.207.11.091.00-1-scaled-300x400.webp,19,2025-10-06T07:49:07.148831,PRX,2 Yıl,80 Saat,Yeşil,Paslanmaz Çelik,PRX Powermatic 80,37.780₺,T137.207.11.091.00,1853.0,30113.854,26090.0,13456.789,288.0,0.25457206,0.12604791,-0.56507707,False,160.0,Snorkeling (100m),Ekonomik,35.0,Küçük (<36mm),Giriş Seviyesi
Luminor Chrono Goldtech™ Blu Notte,Panerai,Luminor,1.5074e+06,Ultra-Luxury,Erkek,Otomatik,Pembe Altın,Gold,44mm,50m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-chrono-goldtech-blu-notte-pam01111/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01111-2-scaled-jpg-300x400.webp,19,2025-10-06T07:49:17.646515,,8 Yıl,42 Saat,Mavi,Krokodil,Luminor Chrono Goldtech™ Blu Notte,1.507.400₺,PAM01111,1860.0,649664.06,473800.0,466149.7,89.0,1.3202761,0.9718563,2.094393,True,37.0,Yüzme (50m),Ultra Lüks,44.0,Büyük (40-44mm),Çok Prestijli
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,44370.0,Budget,Kadın,Otomatik,Paslanmaz Çelik,Steel,34mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-chemin-des-tourelles-powermatic-80-t139-207-11-048-00/,https://samiwatches.com/wp-content/uploads/2023/07/T139.207.11.048.00-1-scaled-300x400.webp,19,2025-10-06T07:49:27.773204,Chemin des Tourelles,2 Yıl,80 Saat,Mavi,Paslanmaz Çelik,Chemin Des Tourelles Powermatic 80,44.370₺,T139.207.11.048.00,1853.0,30113.854,26090.0,13456.789,288.0,0.47340822,0.15329342,-0.55315155,False,160.0,Yüzme (50m),Ekonomik,34.0,Küçük (<36mm),Giriş Seviyesi
Luminor Marina,Panerai,Luminor,464200.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,44mm,300m,Diving,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-marina-specchio-blu-44mm-pam01316/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01316-1-scaled-jpg-300x400.webp,19,2025-10-06T07:49:38.016570,,8 Yıl,72 Saat,Mavi,Paslanmaz Çelik,Luminor Marina,464.200₺,PAM01316,1860.0,649664.06,473800.0,466149.7,89.0,-0.28547686,0.78502995,0.20658588,False,37.0,Profesyonel Dalış (300m+),Lüks,44.0,Büyük (40-44mm),Çok Prestijli
PRX Powermatic 80,Tissot,T-Classic Collection,35980.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-powermatic-80-t137-407-17-041-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.407.17.041.00-1-scaled-300x400.webp,19,2025-10-06T07:49:48.433709,PRX,2 Yıl,80 Saat,Mavi,Sentetik,PRX Powermatic 80,35.980₺,T137.407.17.041.00,1853.0,30113.854,26090.0,13456.789,288.0,0.1947989,0.11886228,-0.5683344,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Luminor Chrono,Panerai,Luminor,526400.0,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,44mm,100m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-chrono-pam01110/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01110-3-scaled-jpg-300x400.webp,19,2025-10-06T07:49:56.775463,,8 Yıl,42 Saat,Mavi,Paslanmaz Çelik,Luminor Chrono,526.400₺,PAM01110,1860.0,649664.06,473800.0,466149.7,89.0,-0.18973505,0.82994014,0.31914493,False,37.0,Snorkeling (100m),Lüks,44.0,Büyük (40-44mm),Çok Prestijli
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,44370.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-chemin-des-tourelles-powermatic-80-t139-407-11-091-00/,https://samiwatches.com/wp-content/uploads/2023/07/T139.407.11.091.00-1-scaled-300x400.webp,19,2025-10-06T07:50:07.454646,Chemin des Tourelles,2 Yıl,80 Saat,Yeşil,Paslanmaz Çelik,Chemin Des Tourelles Powermatic 80,44.370₺,T139.407.11.091.00,1853.0,30113.854,26090.0,13456.789,288.0,0.47340822,0.15329342,-0.55315155,False,160.0,Yüzme (50m),Ekonomik,42.0,Büyük (40-44mm),Giriş Seviyesi
Luminor Marina Goldtech™ Sole Blu,Panerai,Luminor,1.3687e+06,Ultra-Luxury,Erkek,Otomatik,Pembe Altın,Gold,44mm,50m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-marina-goldtech-sole-blu-pam01112/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01112-3-scaled-jpg-300x400.webp,19,2025-10-06T07:50:18.061887,,8 Yıl,72 Saat,Mavi,Krokodil,Luminor Marina Goldtech™ Sole Blu,1.368.700₺,PAM01112,1860.0,649664.06,473800.0,466149.7,89.0,1.1067812,0.96227545,1.8433973,False,37.0,Yüzme (50m),Ultra Lüks,44.0,Büyük (40-44mm),Çok Prestijli
Seastar 1000 Chronograph,Tissot,T-Sport Collection,30580.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,46mm,300m,Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-seastar-1000-chronograph-t120-417-17-051-03/,https://samiwatches.com/wp-content/uploads/2023/07/T120.417.17.051.03-1-scaled-300x400.webp,19,2025-10-06T07:50:28.239818,Seastar 1000,2 Yıl,,Siyah,Tekstil,Seastar 1000 Chronograph,30.580₺,T120.417.17.051.03,1853.0,30113.854,26090.0,13456.789,288.0,0.015479448,0.105688624,-0.5781064,False,97.0,Profesyonel Dalış (300m+),Ekonomik,46.0,Çok Büyük (>44mm),Giriş Seviyesi
Luminor Blu Mare,Panerai,Luminor,296700.0,Mid-Range,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,44mm,100m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-blu-mare-pam01085/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01085-2-scaled-jpg-300x400.webp,19,2025-10-06T07:50:38.625540,,8 Yıl,72 Saat,Mavi,Dana Derisi,Luminor Blu Mare,296.700₺,PAM01085,1860.0,649664.06,473800.0,466149.7,89.0,-0.5433024,0.65329343,-0.09652734,False,37.0,Snorkeling (100m),Premium,44.0,Büyük (40-44mm),Çok Prestijli
Luminor Due,Panerai,Luminor Due,392400.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,30m,Splash Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-due-pam01124/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01124-1-scaled-jpg-300x400.webp,19,2025-10-06T07:50:49.396076,,8 Yıl,72 Saat,Mavi,Paslanmaz Çelik,Luminor Due,392.400₺,PAM01124,1860.0,649664.06,473800.0,466149.7,89.0,-0.3959955,0.7389222,0.07665436,False,17.0,Günlük Kullanım (30m),Premium,42.0,Büyük (40-44mm),Çok Prestijli
Luminor GMT,Panerai,Luminor,727400.0,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,44mm,100m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-gmt-44mm-pam01441/,https://samiwatches.com/wp-content/uploads/2023/06/PAM01441-2-scaled-jpg-300x400.webp,19,2025-10-06T07:50:59.737736,,8 Yıl,72 Saat,Siyah,Deri,Luminor GMT,727.400₺,PAM01441,1860.0,649664.06,473800.0,466149.7,89.0,0.119655624,0.891018,0.6828808,False,37.0,Snorkeling (100m),Lüks,44.0,Büyük (40-44mm),Çok Prestijli
Seastar 1000,Tissot,T-Sport Collection,23690.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,300m,Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-seastar-1000-t120-410-11-041-00/,https://samiwatches.com/wp-content/uploads/2023/07/T120.410.11.041.00-1-scaled-300x400.webp,19,2025-10-06T07:51:09.943272,Seastar 1000,2 Yıl,,Mavi,Paslanmaz Çelik,Seastar 1000,23.690₺,T120.410.11.041.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.2133189,0.07005988,-0.59057474,False,97.0,Profesyonel Dalış (300m+),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
PRX Powermatic 80,Tissot,T-Classic Collection,37780.0,Budget,"Erkek, Kadın",Otomatik,Paslanmaz Çelik,Steel,35mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-powermatic-80-t137-207-11-051-00/,https://samiwatches.com/wp-content/uploads/2023/07/T137.207.11.051.00-1-scaled-300x400.webp,19,2025-10-06T07:51:20.503869,PRX,2 Yıl,80 Saat,Siyah,Paslanmaz Çelik,PRX Powermatic 80,37.780₺,T137.207.11.051.00,1853.0,30113.854,26090.0,13456.789,288.0,0.25457206,0.12604791,-0.56507707,False,160.0,Snorkeling (100m),Ekonomik,35.0,Küçük (<36mm),Giriş Seviyesi
PRX Powermatic 80,Tissot,T-Classic Collection,35980.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-powermatic-80-t137-407-17-051-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.407.17.051.00-1-1-scaled-300x400.webp,19,2025-10-06T07:51:30.893519,PRX,2 Yıl,80 Saat,Siyah,Kauçuk,PRX Powermatic 80,35.980₺,T137.407.17.051.00,1853.0,30113.854,26090.0,13456.789,288.0,0.1947989,0.11886228,-0.5683344,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Seastar 1000,Tissot,T-Sport Collection,23690.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,300m,Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-seastar-1000-t120-410-11-051-00/,https://samiwatches.com/wp-content/uploads/2023/07/T120.410.11.051.00-1-1-scaled-300x400.webp,19,2025-10-06T07:51:41.387773,Seastar 1000,2 Yıl,,Siyah,Paslanmaz Çelik,Seastar 1000,23.690₺,T120.410.11.051.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.2133189,0.07005988,-0.59057474,False,97.0,Profesyonel Dalış (300m+),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Seamaster Aqua Terra 150M Co-Axial Master Chronometer GMT,Omega,Seamaster,634400.0,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,43mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-150m-co-axial-master-chronometer-gmt-220-92-43-22-99-001/,https://samiwatches.com/wp-content/uploads/2024/11/220.92.43.22.99.001-2-scaled-300x400.webp,19,2025-10-06T07:51:51.841305,Aqua Terra,5 Yıl,60 Saat,Gri,Kauçuk,Seamaster Aqua Terra 150M Co-Axial Master Chronometer GMT,634.400₺,220.92.43.22.99.001,1848.0,513525.72,401600.0,458838.5,140.0,0.23538117,0.8712575,0.5145851,False,59.0,Yüzme (50m),Lüks,43.0,Büyük (40-44mm),Çok Prestijli
Conquest,Longines,Performance,134000.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,34mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-conquest-l3-430-4-97-6/,https://samiwatches.com/wp-content/uploads/2023/07/L3.430.4.97.6-1-scaled-300x400.webp,19,2025-10-06T07:52:02.077140,Conquest,5 Yıl,72 Saat,Mavi,Paslanmaz Çelik,Conquest,134.000₺,L3.430.4.97.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.0050252094,0.38982037,-0.39095432,False,57.0,Snorkeling (100m),Orta Segment,34.0,Küçük (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,86000.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,29mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-la-grande-classique-l4-512-4-81-6/,https://samiwatches.com/wp-content/uploads/2023/07/L4.512.4.81.6-1-1-scaled-300x400.webp,19,2025-10-06T07:52:12.337746,La Grande Classique,2 Yıl,,Sedef,Paslanmaz Çelik,La Grande Classique,86.000₺,L4.512.4.81.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.3614341,0.24101797,-0.4778166,False,69.0,Günlük Kullanım (30m),Ekonomik,29.0,Küçük (<36mm),Orta Prestij
Conquest,Longines,Performance,109000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-conquest-2023-l3-830-4-52-6/,https://samiwatches.com/wp-content/uploads/2023/07/L3.830.4.52.6-1-1-scaled-300x400.webp,19,2025-10-06T07:52:22.556020,Conquest,5 Yıl,72 Saat,Siyah,Paslanmaz Çelik,Conquest,109.000₺,L3.830.4.52.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.19065483,0.3002994,-0.4361951,False,57.0,Snorkeling (100m),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
HydroConquest,Longines,Diving,95000.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-hydroconquest-l3-781-4-05-2/,https://samiwatches.com/wp-content/uploads/2023/07/L3.781.4.05.2-1-1-scaled-300x400.webp,19,2025-10-06T07:52:32.938730,HydroConquest,5 Yıl,72 Saat,Siyah,Tekstil,HydroConquest,95.000₺,L3.781.4.05.2,1832.0,134676.78,131000.0,52081.965,267.0,-0.29460743,0.26077846,-0.46152994,False,49.0,Profesyonel Dalış (300m+),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
Speedmaster Chronoscope Co-Axial Master Chronometer,Omega,Speedmaster,465600.0,Luxury,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,43mm,50m,Water Resistant,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-speedmaster-chronoscope-co-axial-master-chronometer-329-32-43-51-02-001/,https://samiwatches.com/wp-content/uploads/2023/06/329.32.43.51.02.001-1-400x533.jpg,19,2025-10-06T07:52:41.349911,Chronoscope,5 Yıl,60 Saat,Gümüş,Deri,Speedmaster Chronoscope Co-Axial Master Chronometer,465.600₺,329.32.43.51.02.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.09332681,0.7868264,0.20911936,False,25.0,Yüzme (50m),Lüks,43.0,Büyük (40-44mm),Çok Prestijli
PRX,Tissot,T-Classic Collection,18590.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-t137-410-17-041-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.410.17.041.00-1-scaled-300x400.webp,19,2025-10-06T07:52:49.618288,PRX,2 Yıl,,Mavi,Kauçuk,PRX,18.590₺,T137.410.17.041.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.38267615,0.028742515,-0.59980386,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Chemin Des Tourelles Powermatic 80,Tissot,T-Classic Collection,40780.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,39mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-chemin-des-tourelles-powermatic-80-t139-807-16-041-00/,https://samiwatches.com/wp-content/uploads/2023/06/T139.807.16.041.00-1-scaled-300x400.webp,19,2025-10-06T07:53:00.062740,Chemin des Tourelles,2 Yıl,80 Saat,Mavi,Deri,Chemin Des Tourelles Powermatic 80,40.780₺,T139.807.16.041.00,1853.0,30113.854,26090.0,13456.789,288.0,0.354194,0.13682635,-0.55964816,False,160.0,Yüzme (50m),Ekonomik,39.0,Orta (36-40mm),Giriş Seviyesi
T-Race Chronograph,Tissot,T-Sport Collection,29080.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,45mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-t-race-chronograph-t141-417-17-011-00/,https://samiwatches.com/wp-content/uploads/2023/06/T141.417.17.011.00-1-1-scaled-300x400.webp,19,2025-10-06T07:53:10.228480,T-Race,2 Yıl,,Beyaz,Silikon,T-Race Chronograph,29.080₺,T141.417.17.011.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.03433151,0.09820359,-0.58082086,False,97.0,Snorkeling (100m),Ekonomik,45.0,Çok Büyük (>44mm),Giriş Seviyesi
PRX,Tissot,T-Classic Collection,20090.0,Budget,"Erkek, Kadın",Pilli,Paslanmaz Çelik,Steel,35mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-prx-t137-210-11-081-00/,https://samiwatches.com/wp-content/uploads/2023/06/T137.210.11.081.00-1-scaled-300x400.webp,19,2025-10-06T07:53:20.698092,PRX,2 Yıl,,Yeşil,Paslanmaz Çelik,PRX,20.090₺,T137.210.11.081.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.3328652,0.04251497,-0.5970894,False,160.0,Snorkeling (100m),Ekonomik,35.0,Küçük (<36mm),Giriş Seviyesi
Lovely Round,Tissot,T-Lady Collection,17690.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,20mm,30m,Splash Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-lovely-round-t140-009-11-111-00/,https://samiwatches.com/wp-content/uploads/2023/06/T140.009.11.111.00-1-scaled-300x400.webp,19,2025-10-06T07:53:31.043522,Lovely,2 Yıl,,Sedef,Paslanmaz Çelik,Lovely Round,17.690₺,T140.009.11.111.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.41256273,0.021556886,-0.6014325,False,23.0,Günlük Kullanım (30m),Ekonomik,20.0,Küçük (<36mm),Giriş Seviyesi
Lovely Round,Tissot,T-Lady Collection,22490.0,Budget,Kadın,Pilli,Çelik Altın,Gold,20mm,30m,Splash Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-lovely-round-t140-009-33-111-00/,https://samiwatches.com/wp-content/uploads/2023/06/T140.009.33.111.00-1-1-scaled-300x400.webp,19,2025-10-06T07:53:41.406232,Lovely,2 Yıl,,Sedef,Paslanmaz Çelik,Lovely Round,22.490₺,T140.009.33.111.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.25316766,0.061676648,-0.5927463,False,23.0,Günlük Kullanım (30m),Ekonomik,20.0,Küçük (<36mm),Giriş Seviyesi
Everytime Lady,Tissot,T-Classic Collection,13800.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,34mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-everytime-lady-t143-210-17-091-00/,https://samiwatches.com/wp-content/uploads/2023/06/T143.210.17.091.00-1-scaled-300x400.webp,19,2025-10-06T07:53:51.785676,Everytime,2 Yıl,,Mavi,Sentetik,Everytime Lady,13.800₺,T143.210.17.091.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.54173917,0.0008982036,-0.608472,False,160.0,Yüzme (50m),Ekonomik,34.0,Küçük (<36mm),Giriş Seviyesi
Le Locle Powermatic 80 Open Heart,Tissot,T-Classic Collection,41080.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,30m,Splash Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-le-locle-powermatic-80-open-heart-t006-407-16-033-01/,https://samiwatches.com/wp-content/uploads/2023/06/T006.407.16.033.01-1-scaled-300x400.webp,19,2025-10-06T07:54:02.113473,Le Locle,2 Yıl,80 Saat,Gümüş,Krokodil,Le Locle Powermatic 80 Open Heart,41.080₺,T006.407.16.033.01,1853.0,30113.854,26090.0,13456.789,288.0,0.36415616,0.13862276,-0.5591053,False,160.0,Günlük Kullanım (30m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Le Locle Powermatic 80 Open Heart,Tissot,T-Classic Collection,48270.0,Budget,Erkek,Otomatik,Çelik Altın,Gold,40mm,30m,Splash Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-le-locle-powermatic-80-open-heart-t006-407-22-033-02/,https://samiwatches.com/wp-content/uploads/2023/06/T006.407.22.033.02-1-scaled-300x400.webp,19,2025-10-06T07:54:12.098671,Le Locle,2 Yıl,80 Saat,Gümüş,Paslanmaz Çelik,Le Locle Powermatic 80 Open Heart,48.270₺,T006.407.22.033.02,1853.0,30113.854,26090.0,13456.789,288.0,0.6029167,0.16586827,-0.546094,False,160.0,Günlük Kullanım (30m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Gentleman Powermatic 80 Open Heart,Tissot,T-Classic Collection,47070.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-gentleman-powermatic-80-open-heart-t127-407-11-041-01/,https://samiwatches.com/wp-content/uploads/2023/06/T127.407.11.041.01-1-scaled-300x400.webp,19,2025-10-06T07:54:22.484301,Gentleman,2 Yıl,80 Saat,Mavi,Paslanmaz Çelik,Gentleman Powermatic 80 Open Heart,47.070₺,T127.407.11.041.01,1853.0,30113.854,26090.0,13456.789,288.0,0.5630679,0.16197605,-0.5482656,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Everytime Gent,Tissot,T-Classic Collection,14990.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,40mm,50m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-everytime-gent-t143-410-11-091-00/,https://samiwatches.com/wp-content/uploads/2023/06/T143.410.11.091.00-1-scaled-300x400.webp,19,2025-10-06T07:54:32.895062,Everytime,2 Yıl,,Yeşil,Paslanmaz Çelik,Everytime Gent,14.990₺,T143.410.11.091.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.5022225,0.004491018,-0.60631853,False,160.0,Yüzme (50m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Seastar 2000 Professional Powermatic 80,Tissot,T-Sport Collection,60860.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,46mm,600m,Professional Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-seastar-2000-professional-powermatic-80-t120-607-37-041-00/,https://samiwatches.com/wp-content/uploads/2023/06/T120.607.37.041.00-1-1-scaled-300x400.webp,19,2025-10-06T07:54:43.351299,Seastar 2000,2 Yıl,80 Saat,Mavi,Kauçuk,Seastar 2000 Professional Powermatic 80,60.860₺,T120.607.37.041.00,1853.0,30113.854,26090.0,13456.789,288.0,1.0209967,0.18383233,-0.5233108,False,97.0,Diğer,Ekonomik,46.0,Çok Büyük (>44mm),Giriş Seviyesi
Gentleman,Tissot,T-Classic Collection,27590.0,Budget,Erkek,Pilli,Titanyum,Titanium,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-gentleman-titanyum-t127-410-44-081-00/,https://samiwatches.com/wp-content/uploads/2023/06/T127.410.44.081.00-1-1-scaled-300x400.webp,19,2025-10-06T07:54:53.803405,Gentleman,2 Yıl,,Gri,Titanyum,Gentleman,27.590₺,T127.410.44.081.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.0838104,0.093712576,-0.5835172,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
Seastar 2000 Professional Powermatic 80,Tissot,T-Sport Collection,57270.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,46mm,600m,Professional Diving,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-seastar-2000-professional-powermatic-80-t120-607-17-441-01/,https://samiwatches.com/wp-content/uploads/2023/06/T120.607.17.441.01-2-scaled-300x400.webp,19,2025-10-06T07:55:03.779014,Seastar 2000,2 Yıl,80 Saat,Siyah,Silikon,Seastar 2000 Professional Powermatic 80,57.270₺,T120.607.17.441.01,1853.0,30113.854,26090.0,13456.789,288.0,0.90178245,0.17994012,-0.5298073,False,97.0,Diğer,Ekonomik,46.0,Çok Büyük (>44mm),Giriş Seviyesi
Gentleman,Tissot,T-Classic Collection,27590.0,Budget,Erkek,Pilli,Titanyum,Titanium,40mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/tissot-gentleman-titanyum-t127-410-44-041-00/,https://samiwatches.com/wp-content/uploads/2023/06/T127.410.44.041.00-1-scaled-300x400.webp,19,2025-10-06T07:55:14.186256,Gentleman,2 Yıl,,Mavi,Titanyum,Gentleman,27.590₺,T127.410.44.041.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.0838104,0.093712576,-0.5835172,False,160.0,Snorkeling (100m),Ekonomik,40.0,Orta (36-40mm),Giriş Seviyesi
